vsw_id,profile_HIGH_values,scenario_id,theme_id,scenario_brief,A0_text,A1_text,A0_aligned_values,A1_aligned_values,condition,modifier_text,pressured_values,score_A0,score_A1,decision,driving_values,changed_from_baseline,change_explanation
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,Benevolence + Universalism,Security + Conformity,MOD_SC001_2_01,"Some residents have reported recent break-ins in the neighborhood, increasing general concern for safety.",Security,2.0,1.5,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,Benevolence + Universalism,Security + Conformity,MOD_SC001_2_02,"The association's budget is fixed for the year, and no additional funding is expected from outside sources.",Power + Achievement,2.0,1.0,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,Benevolence + Universalism,Security + Conformity,MOD_SC001_2_03,The outcome of the vote will be published in the association's newsletter and discussed at the next community meeting.,Conformity + Power,2.0,1.0,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,Benevolence + Universalism,Security + Conformity,MOD_SC001_2_04,"Some supporters of each initiative are new to the neighborhood, while others have lived there for decades.",Tradition + Universalism,2.0,1.0,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,Benevolence + Universalism,Security + Conformity,MOD_SC001_2_05,"The decision must be made before the next budget cycle begins, which is approaching soon.",Achievement + Security,2.0,1.5,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,Benevolence + Universalism,Security + Conformity,MOD_SC001_2_06,"Many association members are eligible to vote, and several have expressed willingness to support either option.",Benevolence,2.0,1.0,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,Benevolence + Universalism,Security + Conformity,MOD_SC001_2_07,You have not participated in previous budget votes and are unsure which initiative will have the most benefit.,Self-Direction + Security,2.0,1.5,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC001_2,TH001,A neighborhood association has a limited budget to allocate for the coming year.…,support the citywide food pantry,maintain neighborhood watch patrols,Benevolence + Universalism,Security + Conformity,MOD_SC001_2_08,The association president has recommended following the standard budget allocation process.,Conformity + Tradition,2.0,1.0,A0,Benevolence=1.0; Universalism=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,Self-Direction + Stimulation,Tradition + Conformity,BASELINE,,,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_1_01,Some employees are concerned that mistakes may be more visible when using the new digital system.,Security,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_1_02,Technical support for the new system is limited during the pilot phase.,Power + Achievement,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_1_03,Colleagues frequently discuss who is adopting the new workflow.,Conformity + Power,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_1_04,"Some departments have already adopted the new system, while others prefer the traditional process.",Tradition + Universalism,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_1_05,The decision to switch must be made before the next project cycle begins.,Achievement + Security,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_1_06,Several team members are also considering which system to use and are open to either option.,Benevolence,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_1_07,You have not used a digital workflow before and are unsure how quickly you will adapt.,Self-Direction + Security,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_1,TH002,Your workplace is considering adopting a new digital workflow system that promis…,transition to the new digital workflow,continue with the paper-based process,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_1_08,Management has stated a preference for following established procedures during the transition.,Conformity + Tradition,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,BASELINE,,,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_2_01,Some staff are concerned that unfamiliar procedures may increase the risk of errors.,Security,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_2_02,There are limited training resources available for the new protocol.,Power + Achievement,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_2_03,Staff meetings include open discussion about which units are adopting the new protocol.,Conformity + Power,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_2_04,"Some units have adopted the new protocol, while others prefer established routines.",Tradition + Universalism,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_2_05,The decision must be made before the next patient care review.,Achievement + Security,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,NO,
VSW_0655,"Self-Direction, Hedonism, Conformity, Tradition, Benevolence, Universalism",SC002_2,TH002,A hospital department is piloting a new patient care protocol that departs from…,implement the new care protocol,maintain established procedures,Self-Direction + Stimulation,Tradition + Conformity,MOD_SC002_2_06,Several staff members are also involved in the decision and are open to either option.,Benevolence,1.0,2.0,A1,Tradition=1.0; Conformity=1.0,NO,
